DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"PAYROLL","COMP","AAF Employee Org Report - BUSN","BUSN Employee Info","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - EDUC","EDUC by E-Class","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - EDUC","EDUC Employee Info","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - GENS","GENS by E-Class","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - HSCI","HSCI Employee Info","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - NAMS","NAMS Employee Info","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"PAYROLL","COMP","AAF Employee Org Report - SOBL","SOBL Employee Info","Human Resources.Departmental HR Reports","Employee Job Report by Div and Dept","CSV Report","Employee Job Report by Div and Dept CSV File","N","Employee Information by Department","N"
"FAISMGR","FREEMAND","SAP","Cumulative SAP codes","Financial Aid.Academic Progress","Academic Progress - Full History","CSV Report","History Report - All Except Review/Not Reviewed","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP=REVIEW","Financial Aid.Academic Progress","Academic Progress - Full History","CSV Report","Review SAP Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 3- Fall probations","Financial Aid.Academic Progress","Academic Progress - Full History","CSV Report","SAP 3 Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 3 for Tomas Itaas","Financial Aid.Academic Progress","Academic Progress - Full History","CSV Report","SAP 3 Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Courses and grades detail","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Course History Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Grad students","Financial Aid.Academic Progress","Academic Progress Analysis","Crosstab","Graduates - Offered Awards Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Cum SAP codes 4,5,6 and 8","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Most Recent SAP Status Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Cum SAP codes NOTREV","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Most Recent SAP Status Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP students on Probation-review for Spring aid","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Probation Review Report","N",,"N"
"FAISMGR","FREEMAND","SAP","REVIEW","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Review SAP Report - Offered Awards","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 3 with e-mail addresses","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 3 Report - with Email Addresses","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 3","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 3 Report - with ROAUSDF","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 4","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 4 & 8 Report - with Financial Aid","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 4 and 8 with financial aid","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 4 & 8 Report - with Financial Aid - Offered Awards","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP e-mail data","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 4, 5 & 8 Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 5","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 5 Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 8","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP 8 Report - with Financial Aid","N",,"N"
"FAISMGR","FREEMAND","SAP","Enrolled -SAP appeal required","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP Appeal Required Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP E6","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP E6 Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP Letters","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP Letters Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP 6","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP codes by Academic Year","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP Report","N",,"N"
"FAISMGR","FREEMAND","SAP","SAP E","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","SAP Report","N",,"N"
"FAISMGR","FREEMAND","SAP","Spring SAP codes","Financial Aid.Academic Progress","Academic Progress Analysis","Crosstab","Spring SAP Codes Report","N",,"N"
"FAISMGR","FREEMAND","SAP","NOTREV","Financial Aid.Academic Progress","Academic Progress Analysis","CSV Report","Unevaluated SAP Report","N",,"N"
"SATURN","COMP","Spaiden Additional Information","By adid code","Student.Demographics","Additional ID Analysis","CSV Report","Additional ID Report","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","Enrolled Students BY FUND -single row per student","Financial Aid","Administration and Finance Analysis","Crosstab","Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","All Annual ACCEPT awards -crosstab","Financial Aid","Administration and Finance Analysis","Crosstab","Annual Accepted Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","All Annual PAID awards -crosstab -EXCLUDES foundation","Financial Aid","Administration and Finance Analysis","Crosstab","Annual Paid Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","Mike Wood - Enrolled Students ALL Funds-Subtotal by Fund - with grade level","Financial Aid","Administration and Finance Analysis","CSV Report","Offered Awards Report","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","Enrolled Students ALL Funds - Subtotal by FUND","Financial Aid","Administration and Finance Analysis","Crosstab","Offered Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Administration and Finance Reports","Enrolled Students ALL Funds -single row per student","Financial Aid","Administration and Finance Analysis","Crosstab","Offered Awards Summary","N",,"N"
"COMP","COMP","Employee Graduates","All Employees","Student.Graduation","Graduation Analysis","CSV Report","Employee Graduates Report","N",,"N"
"COMP","COMP","Graduates for a Term","By Degree","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - By Degree","N",,"N"
"COMP","COMP","Graduates for a Term","By Degree - All Terms","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - By Degree","N",,"N"
"COMP","COMP","Graduates for a Term","By Level","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - By Degree","N",,"N"
"COMP","COMP","Graduates for a Term","By Major","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - By Degree","N",,"N"
"COMP","COMP","Graduates for a Term","By Major - Range of Terms","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - By Degree","N",,"N"
"COMP","COMP","Missing Senior Grades - REFRESHED","By Faculty Division","Student.Graduation","Graduation Analysis - with Course Info","CSV Report","Missing Senior Grades Report","N",,"N"
"COMP","COMP","Outstanding Grades","OSR5012 - Senior by Student","Student.Graduation","Graduation Analysis - with Course Info","CSV Report","Missing Senior Grades Report","N",,"N"
"COMP","COMP","Outstanding Grades","OSR5013 - Senior by Faculty","Student.Graduation","Graduation Analysis - with Course Info","CSV Report","Missing Senior Grades Report","N",,"N"
"COMP","COMP","TEDU Grads","Grades","Student.Graduation","Graduation Analysis - with Course Info","CSV Report","TEDU Graduates - Grades Report","N",,"N"
"COMP","COMP","W grades","Applied for Graduation","Student.Graduation","Graduation Analysis","CSV Report","Applicants with W Grades Report","N",,"N"
"INSTR","PMOSSA","Degrees_with_1st_conc_1st_minor","All Degrees","Student.Graduation","Graduation Analysis","CSV Report","Degrees Report","N",,"N"
"INSTR","PMOSSA","Degrees_with_1st_conc_1st_minor","BCMB_CHEM","Student.Graduation","Graduation Analysis","CSV Report","Degrees Report","N",,"N"
"SATURN","MEHTAC","Diploma order, Graphic List, Graduation Cards, Address Info & By Major","Graphics List","Student.Graduation","Graduation Analysis","CSV Report","Graphics List Report","N",,"N"
"SATURN","LOSASSOJ","GPA Report for Honors Clearing","GPA","Student.Graduation","Graduation Analysis","CSV Report","Honors Clearing - GPA Report","N","Returns possible honors students for clearing, based on the selected parameters.","N"
"SATURN","COMP","Graduated Students Prior Community College","By Term","Student.Graduation","Graduation Analysis","CSV Report","Prior Community College Report","N",,"N"
"SATURN","DIEMERK","Graduation & Holds by Date","Diploma order","Student.Graduation","Graduation Analysis","CSV Report","Diploma Order Report","N","Returns the diploma hand-out order for graduating students, based on the selected parameters.","N"
"SATURN","DIEMERK","Graduation & Holds by Date","ADDRESS","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N","Returns address information for graduating students, based on the selected parameters.","N"
"SATURN","DIEMERK","Graduation & Holds by Date","Alumni","Student.Graduation","Graduation Analysis","CSV Report","Alumni Address Info Report","N","Returns alumni address information for graduating students, based on the selected parameters.","N"
"SATURN","DIEMERK","Graduation & Holds by Date","Holds","Student.Graduation","Graduation Analysis","CSV Report","Outstanding Holds Report","N",,"N"
"SATURN","DIEMERK","Graduation Report with GPA","Graduation Report & Addresses","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N","Returns address information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Addresses","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N","Returns address information for graduating students, based on the selected parameters.","N"
"SATURN","DIEMERK","Graduation Reports","Graduation Report & Addresses","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N","Returns address information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Alumni Address Info","Student.Graduation","Graduation Analysis","CSV Report","Alumni Address Info Report","N","Returns alumni address information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Cards","Student.Graduation","Graduation Analysis","CSV Report","Cards Report","N","Returns graduation card information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Diploma order","Student.Graduation","Graduation Analysis","CSV Report","Diploma Order Report","N","Returns the diploma hand-out order for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Graphics List","Student.Graduation","Graduation Analysis","CSV Report","Graphics List Report","N","Returns graphics list information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","Health Services","Student.Graduation","Graduation Analysis","CSV Report","Health Services Report","N","Returns health services information for graduating students, based on the selected parameters.","N"
"SATURN","COMP","Graduation Reports","List by Schools","Student.Graduation","Graduation Analysis","CSV Report","List by Schools Report","N","Returns graduation information for graduating students, sorted by attending school, based on the selected parameters.","N"
"SATURN","DIEMERK","Graduation Reports April 2014","Addresses","Student.Graduation","Graduation Analysis","CSV Report","Addresses Report","N","Returns address information for graduating students, based on the selected parameters.","N"
